dataA,dataB
40543,77918
78543,75798
13451,73749
66865,73650
8006,80129
42215,74317
72925,76981
9670,72447
13637,82287
8603,81727
1252,82175
26978,76762
79919,74501
23403,80535
65652,82092
68346,79835
74568,78708
43774,75905
72158,73546
27023,73973
1344,77085
34620,72952
17841,76261
65366,72521
5090,79948
23528,82153
1697,80799
62199,75316
77707,75607
36804,79931
61984,73481
46516,81181
74992,73389
69484,74898
44035,78851
11271,81181
16888,76868
53947,73483
22893,77628
23568,73153
66491,79207
8209,77448
4926,77561
47681,81354
22389,81977
4799,73643
74933,75176
61652,78323
5774,77185
3131,72712
39180,76281
71086,78252
67325,73289
7110,80163
9774,78391
71132,77206
55220,79927
76581,73156
69046,80137
51769,79499
76545,80699
47102,77587
13149,74647
35609,78049
53886,80080
32248,81091
64097,76826
71040,80895
25891,78520
35145,82044
30388,81638
48226,75315
6833,73430
40042,73136
50752,80605
10561,72988
52064,80708
63367,73359
9782,75237
32356,75469
49268,79991
70957,79083
40902,81283
23765,77195
21130,73156
35656,77231
55823,81957
1572,80639
79621,77939
947,75996
72374,74043
78459,72539
968,81126
60392,76234
13119,78135
66413,75109
26907,81225
37990,82503
34005,79894
59482,73633
75495,78434
43778,75416
778,76476
74873,79395
33319,82434
17385,80961
9212,76260
15390,80668
17649,78193
544,79015
17040,73650
40872,75697
70565,81961
32763,78790
58658,80397
14973,72624
17273,73528
63941,76212
24584,77120
40236,75319
12386,76060
20887,78664
73042,75359
43401,81037
38525,78740
65056,80982
28972,73626
17812,73800
65095,77318
54887,77357
14475,74911
20007,79584
13725,80251
35270,75220
64658,76449
53482,76506
59820,73644
59788,76530
13480,74637
36539,79298
35467,79347
43883,82089
74923,82447
39647,78760
32146,78329
58179,76639
3767,78826
26033,75647
10093,76634
26699,73377
61512,74755
22790,80130
51902,75822
73905,77538
26724,78585
61470,81981
50809,82290
70853,75984
18645,73196
47266,77023
1932,77100
25687,81867
11969,74014
30935,74755
62876,74485
23120,74214
32698,75009
18401,75525
29156,78126
6340,77027
67162,82202
60549,74854
35423,72847
25187,78376
10626,77336
32918,74897
43767,78731
72181,73525
23165,77917
28524,72736
21771,80623
3632,80029
31962,76574
79718,73802
58074,81273
25633,82514
21271,79488
7920,77272
35690,82203
38466,76386
70603,81644
568,76652
23701,75600
14195,79349
43748,75095
9077,73775
17504,77247
30665,77440
77447,76631
74080,79057
3178,78147
2800,82513
65353,77586
9722,78316
10546,74561
24316,82244
34055,80535
67947,80613
20631,79438
79380,82109
67648,77007
69293,77367
67596,75793
44803,80881
63169,74819
44945,80716
15593,77041
16503,77952
67221,75280
14506,72885
37645,77979
36127,80555
55586,76814
58167,77209
59268,77183
65705,75541
56875,78261
23471,78059
42636,76609
17050,78517
30901,74387
6161,82022
8444,78291
24681,75584
41117,73950
58892,76463
44762,75083
47569,78091
46964,74335
50147,81782
3790,77459
56398,74943
74236,82750
28344,76854
7039,73072
2733,81167
73794,74816
26970,73710
40033,76362
18856,77335
34423,73834
52703,77931
255,75126
51990,74237
32980,82371
69709,75890
70465,77005
33350,74209
38675,77523
73809,80838
29244,79944
66360,79126
63321,76423
66138,81798
32492,81921
70579,77586
31159,75472
46698,80567
27244,72884
55625,77003
43500,75896
72887,73890
68182,75494
72739,75841
56967,77938
30985,75759
1867,80553
75203,76301
77307,76663
50,80459
65708,77179
10488,74042
38898,75581
24078,75844
57204,75464
14971,81492
47661,78923
65120,79659
76468,82882
20956,79974
69405,74019
4490,76347
63119,76271
60616,77613
35070,75319
1518,81716
667,78722
41385,77953
52751,75796
25666,75116
36950,78467
33034,78849
76592,76171
7435,81124
17141,78204
61111,77618
49857,80404
33171,75922
79220,81079
24064,80568
49956,73528
30626,75398
68616,81748
18557,82595
35741,78373
6360,74345
53357,81216
33806,80774
15789,77478
74797,77572
15627,77868
63573,74970
52070,81042
33372,77613
45158,76057
35590,73474
18372,82800
46275,81896
6289,74895
39778,75703
2587,74121
43052,80477
75170,81668
39913,73748
77416,75051
145,73322
73999,78465
62786,82547
78401,76331
61840,76627
32327,80192
55177,73290
9007,75455
62706,75369
45412,79311
78724,80901
9940,73138
64071,77594
5915,75090
8578,74032
77426,78583
52263,76373
39704,76062
39030,73031
16695,81039
51210,75521
78003,73552
65046,77235
74753,74459
47090,81844
8372,79974
51582,81963
10487,75696
5512,75018
18515,82736
78917,77772
38057,81710
53300,74566
16769,73677
17077,75047
58241,78196
63621,77224
7459,81685
26468,80647
29782,79590
43129,77992
75632,74892
12882,76067
42418,78926
20291,73319
65704,77081
42204,74494
9416,76676
61696,76478
69005,74501
38564,81041
26176,78971
56567,81378
9276,75241
46418,76747
1806,76542
39383,78538
45262,75677
72055,79199
55365,76869
16811,81724
28303,80281
55687,75533
67955,73243
51754,80911
19406,73883
65116,74740
44141,75081
37958,78866
79944,78683
40601,77966
32410,73800
69245,76867
2531,80974
14753,76018
12728,77123
79305,74987
20552,73788
4785,77074
26000,78388
45412,81568
7369,75042
75539,80634
18799,76216
41937,73554
69566,74299
50989,79668
46599,75352
29402,76883
46988,75772
29270,75482
10304,81873
44051,82972
69162,77931
62194,82026
48056,77137
18125,75059
50519,80011
61682,79108
47254,80816
67506,75585
79744,80312
10167,77854
29646,79337
4515,78169
44666,80753
4721,73339
35657,76383
76067,77770
39510,73638
1922,77993
721,76204
51813,75546
34299,75493
16934,79284
4526,82316
31351,76656
55119,75812
66756,80877
54974,76747
19484,74792
33470,83206
61470,81815
58614,80951
29386,74317
7891,80669
31859,74914
46715,76200
20087,77503
74802,77193
42758,80185
6187,76254
49401,74320
53241,74850
52719,82401
26446,75648
12931,78762
60629,78893
29506,78832
1758,73338
50564,79336
79225,79984
67559,76338
74349,78026
79602,78622
60064,78760
10717,73478
78285,78410
61205,77707
11569,81139
54753,81941
37687,79279
4047,81124
61289,76890
29739,73364
33373,78573
1424,80687
37458,75051
3484,77897
37013,74959
5245,79014
42674,74851
17719,74333
16933,76456
69066,82823
56964,73499
53653,78866
68885,78346
48199,79149
10688,80806
76809,74782
20078,81580
11110,77531
27385,74211
23824,76354
64586,79252
41038,79718
24126,76575
78634,74403
21257,74161
41202,80798
75308,79425
70508,80171
79164,78655
51225,83042
52281,76611
69057,80300
29005,80449
28308,78386
5374,74920
25664,78477
39191,80465
61325,76483
20497,79521
44686,79980
56015,76012
38981,79725
37497,75553
42566,77418
73082,81932
20326,79413
54932,78906
45216,80219
17139,80001
11137,79818
67760,79621
61067,75945
62926,82587
74086,82890
30007,77041
54147,73432
29259,80373
12661,83153
38756,76640
71694,82059
55726,82875
70705,79936
15762,79043
56967,79999
44710,81340
27830,76984
56297,75144
53840,78470
13197,80131
45627,81328
25739,75111
52981,79155
22256,74068
41471,73679
5298,79588
56289,82661
38188,79752
14129,75147
36575,75887
25781,82755
46635,77965
24158,82149
54552,75346
40611,77190
63513,78030
35757,75376
56609,73609
19312,81381
9960,75150
40146,76875
45812,80069
19043,81000
8252,79777
12104,82072
44525,73956
49229,77717
20037,75654
8203,75701
51432,82787
52921,78734
2421,79977
63643,80845
933,80838
68145,76986
36164,81114
46972,77010
76100,82585
12499,73794
28179,75087
5776,75044
71546,79479
54126,75981
9626,80123
9144,81393
23323,76090
77449,74715
71252,79679
75689,76257
27064,79005
1095,77741
67215,79687
64472,75622
71841,75285
14958,76003
71131,80586
68973,75776
31390,80254
62522,79127
26378,74361
21629,75925
29468,80743
10026,77216
71745,79650
24086,74456
58969,80727
48210,73637
73321,77987
18241,79829
41484,73945
641,75940
79763,77736
67938,76281
5443,78427
7790,80716
8467,74178
50739,77375
25444,81932
50639,76711
10801,80127
56009,77430
23944,80940
13396,82652
71433,75891
78017,82705
1029,81485
41759,79306
69427,81308
27463,74569
54480,74907
3534,82143
65356,83317
67043,78473
51462,82181
17626,79437
316,79400
21934,79379
43732,79541
22701,80206
71073,82028
8565,76304
21120,82610
76043,76224
7818,79046
41160,73851
60052,83397
26613,76036
57527,77678
32218,78132
3940,79190
64794,80596
60317,78354
56589,76572
4057,79688
66817,77037
40544,75713
34312,73963
4272,82777
68125,79812
17879,74967
46440,80469
14319,78381
22586,74705
42893,75367
48416,76983
15894,80565
1355,77534
45283,79124
6577,82865
40085,74145
9380,77549
41977,75564
51102,79499
27813,76514
20073,80996
38471,79736
55782,82648
50017,83413
72411,80135
1607,77149
31078,78970
22696,83450
58670,78220
54823,78256
71936,79502
62057,81620
49104,80326
76033,76171
26271,77100
25691,76481
2388,77477
74347,73908
55030,77551
45353,74871
70228,81957
39933,77220
69062,81767
47447,82170
65721,79024
23663,77311
62971,82639
13664,82893
67876,79194
44037,78457
65287,75728
37384,76510
52742,80857
73342,81036
12743,82584
12512,83650
10419,74495
64223,77860
10949,83409
50862,79019
67707,78772
11298,75563
62102,83288
64337,75391
30512,78024
70004,76676
59585,74515
74420,78140
40366,83221
10741,74702
49523,79297
5036,77818
51309,74558
52762,83694
60820,76262
10469,79853
50664,77272
70107,81525
10216,79018
69711,82734
32995,76240
36205,77353
35487,81852
30801,79701
74621,74638
59666,80675
73867,79591
58993,81721
18299,81125
49625,75589
35787,83331
50149,76130
15394,77385
2457,79198
41353,74101
74532,77985
78822,78454
1386,81193
43640,82350
11436,77899
76288,82121
63602,77869
26845,78288
50216,79245
67901,74138
52033,77120
48273,75316
49891,77614
79233,74845
68063,76881
15549,82896
44071,83629
77897,76777
34769,80932
2259,79514
11793,73950
78772,74143
60330,81640
39107,81854
24308,81451
16417,83409
30160,77710
43405,83749
41189,83309
62239,83071
25120,80366
3354,77456
76176,77683
13436,77717
41851,75962
1108,78088
40293,82337
26717,76330
3867,78869
10827,77724
1646,76596
70843,82112
18254,79159
44507,76682
28464,83073
60665,82159
78460,82051
59340,79176
28139,75054
75773,79099
36743,81161
70394,75121
49378,79356
18278,78908
60577,79432
28706,83260
585,74773
66365,83249
26505,83116
1032,74185
45792,78769
3630,79577
38601,77741
70687,82551
54055,79747
63585,76150
30964,83084
79189,78166
43575,74913
3142,78031
13531,81967
22304,83945
58024,76226
49337,77206
6756,76698
54523,81722
22977,75434
4337,81171
64019,76969
62362,82910
33684,76331
25241,80536
66684,80439
65553,78097
16112,75501
3186,75925
17355,77408
23645,82672
45754,81569
56918,82917
52473,82899
40565,76380
21076,78536
39440,83027
24122,81316
59708,80657
31553,81550
29990,80419
12407,74842
42355,78833
25720,74464
73700,82823
16861,78785
18082,83050
43559,76038
12164,77840
61168,77128
7122,83826
13903,75004
24389,76439
5355,79081
48908,83685
64132,82972
72740,75509
67479,77760
65837,80801
60645,83762
32728,81141
56509,79445
6033,77652
49710,80027
11103,74665
28450,76350
66617,80878
25815,80002
359,83626
47957,77494
914,77511
52632,76351
62908,78290
29960,82297
32199,83125
68389,83421
56969,83386
56676,82121
19779,75401
47976,77167
43412,75189
52372,81519
17746,74462
62431,77567
7421,76535
62148,84083
46260,82824
43949,74330
38432,77769
63121,79549
39790,84011
43947,81183
1541,81265
11414,83931
49152,77127
41661,81844
37557,76195
36102,80268
71836,77759
37391,75727
28090,83667
54261,77530
72387,74338
60045,74215
26314,82082
67759,83361
43774,83532
3144,81363
4166,77726
19837,81175
26316,80770
75137,75156
61490,78580
13878,81122
53413,74963
40040,77354
4833,77433
2376,83661
15358,77553
68583,81069
71864,75428
77604,83780
70086,78117
72223,82560
64759,83577
76191,77459
31501,80271
22266,75637
15235,83591
2742,80241
32716,83577
16095,79468
37392,83622
21797,83766
8170,75883
32553,81545
77512,79316
71311,75252
52695,75101
28987,82884
12762,78621
55428,78058
49650,83872
16083,83032
66473,81357
30205,81013
55114,76210
56400,74613
73286,80497
63306,75936
41040,81503
33998,81745
9913,81885
36230,81788
54784,80118
15161,81276
79485,81412
43350,82548
67260,79071
65867,80809
69487,78590
36695,78448
67359,82426
17194,78004
3661,74362
73915,84106
15292,81699
23960,79468
4598,75150
14001,78941
36244,74496
45248,79556
10134,82780
68284,80497
65094,74715
78350,76270
735,77292
20562,83061
35454,76673
47789,79927
14435,81136
47161,80301
56595,83795
62306,78787
10463,84207
64271,79680
897,75830
32511,81384
22516,74343
76956,80665
33217,77953
18716,78692
34848,81224
17994,76138
68245,82452
67136,77686
13653,82341
45443,76251
13637,79254
72572,83234
13472,77281
30895,79482
3177,74869
10400,82140
63207,82062
79171,81668
79196,84134
21962,81422
14180,80441
73017,76506
65785,77049
26317,83624
66479,78853
55100,76537
67605,78103
54536,78751
32985,78259
30880,79622
62489,75825
77282,78290
60856,82325
3195,75818
4262,82670
13738,75586
34757,83988
72767,77159
17255,78962
30997,82018
5584,75441
18096,80239
46235,77272
14282,78388
42674,75384
47057,84159
75618,76192
32588,79461
63328,77838
34426,75982
76265,76538
24392,83934
63823,74494
21136,79236
62568,79566
74777,75357
42145,77791
25803,83323
66255,79761
74479,78047
72040,74939
46875,77581
65837,81981
33461,79258
44231,75388
63838,76638
77595,80475
36536,81355
17025,75765
68480,81396
70602,78980
45618,76810
11344,83592
17651,78210
75274,80803
63395,80927
39682,84315
30641,78939
36735,75976
49268,77744
2263,76867
47495,78105
65716,83619
58193,76946
57891,79277
41320,78757
35783,77871
19949,78982
12393,77639
17130,79542
14719,82586
32090,84487
46119,79025
79667,76468
72944,79292
27570,79954
15882,78644
10705,81660
74968,76848
73081,79947
79560,74944
35322,77719
35464,78646
3030,84066
15631,77804
32534,81324
6404,80513
8570,83990
72224,75780
27309,78357
20122,77247
20598,78156
59281,81971
26729,76371
63995,76956
5879,83102
8292,76981
46022,76680
38958,77583
6130,76471
16702,81717
44109,82012
79566,76448
25404,82586
63725,83971
41576,77582
35914,78029
33289,84449
65934,74722
45038,76707
70517,79873
32520,81492
48262,76256
34378,80347
6399,81042
77289,75888
9117,77150
53412,83374
38894,75340
69650,74743
76062,77192
40804,78047
30895,78354
49352,80969
2370,76226
53345,80765
29443,75876
5326,75007
72675,79250
48396,75263
62741,76929
41699,76416
15416,82722
75052,75177
24144,84445
76937,78490
44936,78203
59734,84269
33567,78381
32883,74717
21670,82763
42940,80036
21258,81638
69223,80790
68031,75802
42574,84440
1169,82081
79377,74700
66458,79562
54011,79166
55952,74832
66349,82141
6967,78951
34775,78574
15183,74851
29563,80561
68188,81072
57988,82459
13068,77304
43502,75702
20305,83105
4739,75964
25524,83847
23534,77550
28201,76508
44954,80009
63552,81401
16537,76423
20637,75987
72145,75136
58407,76493
31083,80453
5988,76879
29173,79835
26542,76595
57047,78029
72773,79620
34537,80371
34298,78072
8991,80876
40748,74877
55831,84596
38474,78357
20249,79174
71299,74863
38704,74899
22243,81422
67369,81270
58010,82691
77939,80406
61476,78654
55724,77471
32589,81692
76024,84170
70753,80337
39368,83517
59846,79500
63464,83410
29111,81609
69838,77151
31295,83856
9805,79766
48478,82918
66213,82395
62387,74910
25143,81171
75983,82081
75772,76183
71686,76842
32445,81801
52583,82357
47190,83369
29506,81696
37458,82364
50321,84189
15947,81851
21054,78902
59594,77248
53899,84754
29169,76876
52117,82934
40545,78686
62567,75974
14468,79903
43381,78132
9370,81588
39723,75048
56917,79257
34910,80268
1249,81927
35335,81677
64551,75744
19632,76959
25025,76209
30351,83402
17329,83476
10572,82635
29548,80734
49901,81262
25271,81078
3474,77784
16583,78869
6632,79697
46092,81079
6695,82825
63839,75473
54927,78165
3242,76961
26533,77956
23519,78152
40988,75421
16459,82473
40390,78422
37549,76626
73144,77602
51198,78128
75987,79792
57102,84226
5803,82609
62275,75280
56188,77734
39066,75861
37974,82594
9693,76246
59627,77278
41438,77554
65758,74931
63192,75112
19720,79837
42528,77741
18371,81384
13338,79169
4768,81800
36561,82619
64121,75433
25573,76159
64493,83275
67349,78776
6627,84654
1418,82760
47886,78456
54232,75246
44172,76751
19481,82041
66321,83387
61639,79519
34256,75341
15365,78342
79107,75256
54510,79452
72356,78767
1419,78120
68279,80441
52265,82846
10018,75852
45521,79199
54800,75525
12074,82258
46642,79429
7670,80479
77430,75111
47113,82277
30979,84756
57927,78372
4657,80004
21543,81648
42598,79637
67647,84733
71414,75527
32100,79389
15307,78944
68672,79083
4563,76090
6864,80796
77924,82572
65827,84568
1908,81755
55456,82995
77337,77992
65843,78440
1148,77522
70916,78186
49606,77991
68800,79396
21240,82459
47634,78912
60310,83657
30292,83049
34254,76231
5450,84499
14344,84936
75415,76398
18096,81832
46493,81099
16550,79824
7648,83240
35636,77799
61842,80862
32495,79375
18094,84731
593,75305
45901,79724
55185,75210
9944,82783
42799,75556
21558,82822
3777,82394
48245,78706
76605,80858
59920,81775
32046,82178
70721,79760
39043,84988
75034,75192
78845,80531
24828,82470
40013,75479
64387,75560
4817,76887
53513,76723
47233,75073
5575,83186
30865,78132
61615,78268
78248,75648
19262,79317
20685,76515
53284,78458
12615,75190
49982,77252
50920,84540
9344,81849
7602,81975
75046,84751
15060,79627
64816,78876
56701,82559
20557,83354
78198,78908
29350,84740
64182,80097
25641,76053
77611,75818
22711,76406
38701,82562
16882,81317
38500,80194
3876,83004
5772,78188
51460,78389
25159,84685
13336,78218
37722,76541
57077,84136
34251,81448
41541,77140
56040,84757
8501,79267
64114,76899
28222,84889
31469,77811
57600,76379
68318,78022
74804,84719
72199,82409
11269,82571
74183,84866
41272,79886
9655,80843
75692,78689
70049,79541
5651,82207
18696,76007
41889,76623
73986,83521
10105,83479
76404,79198
12334,84973
22621,77741
24533,82288
53691,78263
70646,83676
12069,75402
35813,76043
38830,82696
28704,78084
34365,84419
6608,82334
50360,78582
40343,76201
77028,78457
50173,81273
810,83801
32061,81344
30228,80855
71927,81071
67449,85133
56128,76934
13925,82169
52490,80831
16781,80476
32772,82914
61192,84240
46632,81332
17373,84386
37154,78962
41071,76012
68998,78434
74213,78782
18470,78599
27552,75570
50573,78242
43626,77113
44263,82157
24226,79118
35485,80999
8779,85078
50374,78371
59239,78159
16201,84838
31620,75738
61693,77781
76787,80937
75280,80717
58103,83953
21903,82956
55988,82949
67769,83887
10270,84692
74421,79919
37257,75869
24614,79965
30882,77629
55229,84909
6824,82447
2340,83164
43317,85014
1308,83245
74558,76381
22950,78578
41426,82972
56895,83077
22540,77949
40550,84862
11191,80007
49264,81837
27507,80624
19866,76202
12539,81323
59757,79898
9659,75804
56687,81828
65092,82450
14431,81494
44240,83644
79708,81139
38802,79187
63392,81330
2142,76119
52060,84969
62302,75989
65103,76726
76708,76021
59877,84705
57402,82719
5822,83202
34673,82598
39046,82458
39406,77522
30206,83705
78345,82114
46453,85221
33353,77856
61287,84783
73142,81154
64690,82578
61302,77689
64393,76493
76774,79847
17924,83725
35890,77458
77964,76712
79802,76608
20363,84603
18254,82903
12999,84948
25407,76791
55753,83135
64782,80971
57636,77595
17033,79143
56238,77996
50273,85355
36040,79848
79750,77380
76793,79100
65129,84070
27318,84642
26630,76223
15204,76259
24006,79361
40342,79348
75048,82486
31301,81868
52814,85133
78626,78288
8309,79095
7858,77466
17915,75777
46999,79934
4790,75826
28397,77875
70394,81287
73699,83427
901,83463
36934,85173
1375,83005
5455,81237
49687,79291
50376,84957
47592,79810
44482,83059
34508,77575
10022,79785
18900,83878
55429,79567
42873,83497
20358,82559
12856,78819
65671,80677
18711,79772
45138,82781
52068,84627
65443,76858
53612,75599
77245,80706
58494,76089
31577,75636
77661,82764
67039,76457
16185,80163
19786,79532
58827,85266
76802,76032
26031,77540
55128,79661
60010,82140
69535,81478
31241,85478
69218,76007
40030,81009
15815,79859
9422,79991
51645,79506
61946,84213
60309,78429
36447,83635
68943,78628
66979,75553
16309,83368
24140,83860
68178,79872
20750,77045
5884,79381
76166,77621
70505,77183
37888,84625
30010,78246
9767,77356
34062,78274
53683,75588
55296,78402
30441,82338
49853,85389
21337,85318
17965,80756
3058,79576
42003,81981
78265,76755
14607,75920
13713,78849
79198,78625
9286,80286
20903,83343
64278,82632
50219,85353
77366,76270
8985,77114
35499,78468
66695,76306
9185,81315
23017,83163
7546,77014
46050,82843
72240,83377
4424,79114
15649,80866
1775,78842
19296,81857
23133,82710
73571,81601
69179,81921
14875,85588
73140,84767
67535,78132
5386,85371
66836,79986
73533,78522
18284,78164
36215,77552
55046,78897
58015,81469
78442,76985
35999,83639
6487,79262
26761,80418
64965,83442
34700,79983
78061,78335
45775,82709
56366,77088
51232,84098
38842,76674
55717,78555
54891,81389
63485,80847
2689,78462
27894,83040
24139,84127
16764,84749
1290,80175
35279,76497
67573,77438
68204,76529
53016,75672
15894,79980
21711,82663
17230,76419
20498,82902
59539,85224
50046,84721
55203,76195
1265,77438
58190,82457
15810,80582
68394,81096
45508,77261
40533,84757
56095,81813
41880,79976
30816,81848
73041,83281
70441,84802
33953,79242
9651,82555
25190,76908
12426,84455
27344,85379
44346,84304
6853,79281
41490,80826
317,85179
20325,80123
13210,82606
32744,76049
57058,76489
18353,83273
50512,79406
36855,83603
45615,76870
60910,85319
65713,79012
70897,77394
25842,77083
56573,75784
18197,78642
52914,78844
54548,83707
76260,77709
5643,84969
22100,84349
29031,80222
6251,78912
77616,83456
69331,83765
54551,82117
25847,84661
36,78869
46548,78144
10056,79609
16483,82440
1610,83261
79364,79078
33846,83203
50883,76503
51696,79412
71275,80330
127,84060
14610,79445
16144,78210
49917,85205
63893,79032
19034,77836
29231,83214
50108,76732
68648,77883
53741,76119
10305,79844
11745,82213
65128,84449
32562,85421
69755,80809
66253,78917
12838,84931
33426,84862
3731,76927
54869,81291
23315,80113
72642,76381
12788,83668
1563,83954
31081,83051
26264,77507
24245,77259
24763,76838
37329,84597
16259,77251
78038,81388
26594,79226
22692,80912
63525,83812
67548,84992
51553,80503
24538,85852
32541,82408
32525,81437
22185,84287
51509,79076
64297,81821
11734,77038
71316,77709
63752,81430
51909,82033
28537,80808
14429,76890
44645,77428
25962,78264
70422,82357
69089,81710
75972,78812
51616,76539
67645,79823
56526,82375
7697,84560
75389,77593
27369,83365
50985,83303
18564,78990
67151,78901
48542,76674
67410,80394
48471,83202
66264,85804
28720,85034
59533,79547
11722,78706
77761,76962
26635,84322
79965,81915
40392,82913
56725,85490
35182,80105
74896,84816
70719,77990
13390,81386
67468,85822
2224,79530
79642,80107
31373,78637
36889,81697
65669,79377
24269,79276
32972,81970
69186,85851
13346,77932
4649,83658
9497,79658
19216,85324
21231,83086
71083,78996
37032,76084
68200,77567
51956,82634
63211,82323
9869,76685
53248,82611
31164,85103
33659,77717
4475,77349
46524,77434
16956,81046
71680,76898
33028,81599
56723,79919
54569,85298
70167,83388
16788,79793
55887,85234
72634,77549
4272,82477
31117,80973
37953,80972
37910,82151
24092,83341
22169,77212
48632,80476
14284,81040
1308,77264
4830,79839
48468,84517
32341,76645
24098,76305
18722,76114
45067,79661
62696,79007
3386,76826
79264,76297
52941,78136
48315,84918
67184,77668
72332,85943
50713,79984
66171,84940
71462,77915
38160,80273
12132,84255
73297,85327
16663,80438
76876,83504
37688,83234
76373,83271
55642,84835
32571,84557
2959,79424
37653,82174
31146,85766
21036,83897
38195,83568
79767,83381
13401,84077
67643,82067
3507,80362
27625,80716
42065,82165
28144,84004
6758,83703
79271,79314
26215,84271
33981,85809
37570,84552
54261,82260
40187,85719
232,84852
71630,81161
7459,77592
44737,79083
25952,79370
55201,83216
74516,83467
71389,83176
69430,80402
72391,77044
71898,81962
74898,78908
53877,76760
30370,84421
43295,84957
78227,84579
52275,81904
69151,78603
73241,78921
73406,84235
24745,82879
41348,83550
48470,76662
43669,80786
18221,81156
12230,76229
26732,85310
43629,77220
75584,84686
22041,81476
26695,83191
22139,79787
1845,76535
31812,81032
30998,82765
62942,79798
70705,78143
50259,76475
70905,83210
79735,82430
12111,83750
64562,79044
19291,81559
37561,84374
49605,83679
32553,80374
29979,79167
68620,85797
59221,79190
39079,81944
30587,83884
49136,85917
17193,85696
72731,84397
60862,80554
56802,80701
39407,80826
48796,79709
11793,78112
76255,85701
45772,85019
79854,85136
35747,79320
39023,81737
20090,76352
77360,85916
29400,81714
34076,78321
59356,82567
73781,78744
49871,80917
5293,80127
60634,77948
52693,82631
4393,78304
1009,85428
66924,76807
45671,77622
51842,85025
35171,86145
15887,83359
5592,82698
30246,85848
33373,82844
26241,77232
14586,76536
73281,83671
65435,78186
16744,76371
66590,85554
50226,77661
67669,81514
21104,80815
79778,80750
17869,77016
4597,80930
68324,76780
58901,82486
24071,79361
65371,79456
65525,84990
36165,84031
8281,79685
43105,76687
43076,80411
28045,78091
45238,85862
58928,77315
76888,79450
19108,80971
79304,77194
53646,76542
14291,83754
41784,83125
71968,83112
22936,81065
29450,83394
2301,76870
61595,82984
24068,79843
58831,86147
4821,84360
22680,85071
38865,77027
44506,85171
51842,85795
41172,81664
12556,85655
23640,78339
66516,84724
66865,85162
53290,77022
76036,78802
61619,78534
57075,83744
32544,79248
1386,80303
33538,79636
63674,80239
69674,83426
61030,84278
14476,77458
41820,83641
26360,78056
44809,80605
54029,76772
70766,82791
36543,77661
72185,83652
18220,79426
45771,77508
33395,83456
33408,83793
29381,86231
37351,80480
65504,78962
19266,85669
6996,85786
27876,78259
372,77647
57012,80505
24357,77058
59612,84658
14331,82943
67282,85579
39848,78388
57311,82178
34130,79515
7538,81653
38801,82397
58376,76569
51050,85915
8157,79832
3914,80183
79121,77592
12261,84056
36909,76934
43025,83999
48687,81689
16501,84201
34734,83391
15495,82805
34059,77608
15233,77136
67635,82638
20440,81692
65442,79702
5479,78259
7594,77432
46144,77914
40622,85857
33238,81527
47779,78560
38522,80451
44128,84404
17894,84073
21771,82422
41282,86507
32424,77155
3254,77638
43332,82464
62187,83634
52206,77105
72190,85847
2571,77370
68262,78248
52127,83451
78930,84194
74706,82134
31626,78669
56670,78273
24041,79052
1324,84999
64931,79407
52716,79711
28198,77508
14415,80970
46890,82931
18908,79284
31064,81916
65771,84358
14893,85006
49914,83301
16706,82776
23210,78963
67951,77560
52501,80350
36531,84884
4764,77566
4527,77361
47165,86028
58799,83535
39721,84494
22454,82980
79308,82876
31805,81704
37912,81068
67019,86163
57505,79379
72347,76680
3597,78314
10332,77484
231,85565
17459,83143
24783,80368
45066,78750
29951,80478
68253,81159
50903,81502
13354,83230
55768,86535
46136,85675
19225,81700
38408,79654
17701,78259
29880,84116
5650,80664
79164,78416
35411,78807
5633,81682
77516,79215
48496,78267
30108,84999
64733,83483
18081,81021
300,77645
18706,84956
65398,85512
25669,77229
74469,77759
64164,81956
34725,85304
40341,85003
19442,80933
35621,81859
7368,78789
62392,79444
55875,85739
35434,83342
31768,80694
42094,78714
9128,79622
41263,79760
31716,80152
29882,82663
16928,77753
40188,84004
63402,83057
37696,79537
30780,86181
35672,84459
1239,78470
20795,84161
73181,82817
43648,81663
24439,78547
73414,80179
63326,79984
24958,83758
71716,80752
15237,77435
74482,79057
37464,79397
11634,85779
23963,79676
45596,80936
40418,84239
4430,82439
26798,86343
59429,77245
74818,86440
30064,84715
941,80173
35717,85852
51210,78166
9105,82483
57214,76898
39834,85463
67055,85185
24287,86081
22314,81284
47549,82932
39517,77836
63678,78729
48820,85386
37600,79134
56434,76904
62026,78841
59598,82393
39221,80287
9251,79215
49849,83098
35259,82612
7585,78231
78552,82140
2160,81898
47683,78774
10026,85986
66911,77590
67211,78370
50587,86481
4623,83629
32654,86332
10015,79901
60194,82726
56286,84095
79406,81979
4357,79218
31443,79151
18373,80405
18193,78537
66483,80021
42362,86569
49036,85957
68208,81981
10408,81537
63952,78322
7889,78472
29196,83609
56308,83948
35713,81989
41010,82404
47545,86623
34461,84172
42597,83854
16114,78329
28620,79284
74643,85840
35254,77525
28657,86433
69604,83770
17190,77213
51535,83269
76215,79657
69622,86673
53878,85548
5809,76957
22327,78205
77553,77967
9670,85653
60647,81801
51287,79693
631,78863
20837,77912
64031,78838
14351,80382
78364,82634
39760,86694
13899,78382
3012,85769
7480,83812
34479,83538
50755,81340
15013,79948
12680,77223
16427,84708
17,81442
34337,86024
34212,80064
41691,78482
65900,85616
17277,76990
